Number_of_throws;	Integral_value;	Integral_error;	sigma_value;	sigma_error;	Chi^2;	prob_poisson
9580000;	5.00036e-01;	9.01082e-05;	8.33273e-02;	2.51317e-05;	1.49315e-07;	1.49315e-10
9590000;	5.00040e-01;	9.01027e-05;	8.33274e-02;	2.51055e-05;	1.49163e-07;	1.49163e-10
9600000;	5.00034e-01;	9.01727e-05;	8.33275e-02;	2.50798e-05;	1.49010e-07;	1.49010e-10
9610000;	5.00040e-01;	9.02742e-05;	8.33277e-02;	2.50546e-05;	1.48858e-07;	1.48858e-10
9620000;	5.00037e-01;	9.02281e-05;	8.33274e-02;	2.50309e-05;	1.48706e-07;	1.48706e-10
9630000;	5.00038e-01;	9.01370e-05;	8.33268e-02;	2.50116e-05;	1.48555e-07;	1.48555e-10
9640000;	5.00035e-01;	9.01034e-05;	8.33270e-02;	2.49866e-05;	1.48403e-07;	1.48403e-10
9650000;	5.00034e-01;	9.00115e-05;	8.33260e-02;	2.49827e-05;	1.48252e-07;	1.48252e-10
9660000;	5.00034e-01;	8.99183e-05;	8.33257e-02;	2.49581e-05;	1.48101e-07;	1.48101e-10
9670000;	5.00034e-01;	8.98282e-05;	8.33273e-02;	2.49799e-05;	1.47950e-07;	1.47950e-10
9680000;	5.00033e-01;	8.97364e-05;	8.33285e-02;	2.49870e-05;	1.47800e-07;	1.47800e-10
9690000;	5.00034e-01;	8.96478e-05;	8.33298e-02;	2.49947e-05;	1.47649e-07;	1.47649e-10
9700000;	5.00036e-01;	8.95724e-05;	8.33291e-02;	2.49803e-05;	1.47500e-07;	1.47500e-10
9710000;	5.00034e-01;	8.94951e-05;	8.33293e-02;	2.49555e-05;	1.47350e-07;	1.47350e-10
9720000;	5.00032e-01;	8.94221e-05;	8.33296e-02;	2.49321e-05;	1.47201e-07;	1.47201e-10
9730000;	5.00032e-01;	8.93307e-05;	8.33297e-02;	2.49065e-05;	1.47052e-07;	1.47052e-10
9740000;	5.00031e-01;	8.92445e-05;	8.33293e-02;	2.48831e-05;	1.46903e-07;	1.46903e-10
9750000;	5.00031e-01;	8.91531e-05;	8.33300e-02;	2.48653e-05;	1.46754e-07;	1.46754e-10
9760000;	5.00033e-01;	8.90818e-05;	8.33285e-02;	2.48838e-05;	1.46606e-07;	1.46606e-10
9770000;	5.00034e-01;	8.90035e-05;	8.33288e-02;	2.48608e-05;	1.46458e-07;	1.46458e-10
9780000;	5.00036e-01;	8.89213e-05;	8.33279e-02;	2.48515e-05;	1.46311e-07;	1.46311e-10
9790000;	5.00031e-01;	8.89329e-05;	8.33280e-02;	2.48262e-05;	1.46164e-07;	1.46164e-10
9800000;	5.00035e-01;	8.89182e-05;	8.33286e-02;	2.48084e-05;	1.46017e-07;	1.46017e-10
9810000;	5.00035e-01;	8.88280e-05;	8.33278e-02;	2.47944e-05;	1.45871e-07;	1.45871e-10
9820000;	5.00036e-01;	8.87460e-05;	8.33283e-02;	2.47743e-05;	1.45725e-07;	1.45725e-10
9830000;	5.00035e-01;	8.86634e-05;	8.33268e-02;	2.47945e-05;	1.45579e-07;	1.45579e-10
9840000;	5.00037e-01;	8.85994e-05;	8.33267e-02;	2.47697e-05;	1.45434e-07;	1.45434e-10
9850000;	5.00040e-01;	8.85700e-05;	8.33271e-02;	2.47485e-05;	1.45289e-07;	1.45289e-10
9860000;	5.00038e-01;	8.85195e-05;	8.33269e-02;	2.47251e-05;	1.45145e-07;	1.45145e-10
9870000;	5.00039e-01;	8.84436e-05;	8.33265e-02;	2.47024e-05;	1.45001e-07;	1.45001e-10
9880000;	5.00044e-01;	8.84891e-05;	8.33253e-02;	2.47050e-05;	1.44858e-07;	1.44858e-10
9890000;	5.00045e-01;	8.84018e-05;	8.33267e-02;	2.47183e-05;	1.44716e-07;	1.44716e-10
9900000;	5.00043e-01;	8.83291e-05;	8.33258e-02;	2.47121e-05;	1.44573e-07;	1.44573e-10
9910000;	5.00042e-01;	8.82451e-05;	8.33259e-02;	2.46877e-05;	1.44431e-07;	1.44431e-10
9920000;	5.00040e-01;	8.81737e-05;	8.33259e-02;	2.46628e-05;	1.44289e-07;	1.44289e-10
9930000;	5.00039e-01;	8.80933e-05;	8.33264e-02;	2.46431e-05;	1.44146e-07;	1.44146e-10
9940000;	5.00040e-01;	8.80110e-05;	8.33263e-02;	2.46187e-05;	1.44005e-07;	1.44005e-10
9950000;	5.00046e-01;	8.81066e-05;	8.33266e-02;	2.45958e-05;	1.43864e-07;	1.43864e-10
9960000;	5.00045e-01;	8.80221e-05;	8.33267e-02;	2.45714e-05;	1.43724e-07;	1.43724e-10
9970000;	5.00047e-01;	8.79685e-05;	8.33267e-02;	2.45467e-05;	1.43584e-07;	1.43584e-10
9980000;	5.00040e-01;	8.82086e-05;	8.33262e-02;	2.45279e-05;	1.43443e-07;	1.43443e-10
9990000;	5.00042e-01;	8.81449e-05;	8.33243e-02;	2.45755e-05;	1.43303e-07;	1.43303e-10
10000000;	5.00042e-01;	8.80567e-05;	8.33244e-02;	2.45510e-05;	1.43164e-07;	1.43164e-10
